what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.editors.xml.XmlEditor",1289763419903
activated,editor,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1289763421646
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1289763435800
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1289763438701
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763438984
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763441095
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763442111
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763442887
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1289763443161
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763500984
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763502456
activated,editor,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1289763502677
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289763505358
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289763513915
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289763527508
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289763539021
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289763539854
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289763540352
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289763540385
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289763540414
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289763540444
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289763540772
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289763540979
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1289763576294
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1289763578734
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1289763579107
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763594818
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763606405
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763606668
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763607487
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289763640170
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1289763650682
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1289763652295
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1289763652686
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289763663728
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1289763671147
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1289763672792
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763673108
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763673732
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1289763673958
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763677390
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763678958
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763680101
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763682164
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763684868
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763686312
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289763709058
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1289763738078
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1289763739986
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1289763740364
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289763773789
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1289763778429
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1289763780147
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1289763780578
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289763806809
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763896556
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763958290
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289763992671
