what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756399145
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756399182
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756399213
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756399368
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756399537
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756399693
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756399842
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756399991
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756400135
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756401562
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756402068
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756402092
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756402123
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756402168
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756402192
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756402222
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1289756402387
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1289756429805
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1289756433296
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756433848
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756437297
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756438695
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756440852
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1289756444144
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289756444394
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1289756444517
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289756446742
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1289756454021
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1289756460538
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1289756460962
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756550540
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756551749
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756552620
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756553785
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289756555641
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756562592
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756611320
activated,editor,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1289756614578
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289756618619
activated,editor,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.editors.xml.XmlEditor",1289756621362
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289756624880
activated,editor,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1289756626440
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756642785
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756778810
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756783819
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756786131
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1289756812611
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289756872473
activated,editor,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.editors.xml.XmlEditor",1289756910255
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289756913211
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756921487
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289756981028
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1289757012838
